,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
4476,CHEMBL599218,5077,nM,COc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,5.294392837,438.2267054,7,3,4.6462,TRUE
4477,CHEMBL1242569,5080,nM,CCOc1ccc(cc1OC)-c1nn(CC=C)c2ncnc(N)c12,5.294136288,325.1538748,7,1,2.6688,TRUE
4478,CHEMBL113185,5100,nM,COc1cc(Nc2nccc(n2)-c2ccc(NCC[NH3+])nc2)cc(OC)c1OC,5.292429824,396.1909886,9,3,2.6786,TRUE
4479,CHEMBL202162,5100,nM,CC[NH+](CC)CCOc1c(C(=O)OC)c2c3C(=O)c4ccccc4C(=O)c3oc2c2ccccc12,5.292429824,471.1681875,7,0,4.8686,TRUE
4480,CHEMBL3740492,5100,nM,Cc1c([nH]c(-c2ccccc2)c1-c1ccccc1)C(=O)c1coc2c1cc(O)c1ccccc21,5.292429824,443.1521435,3,2,7.49312,TRUE
4481,CHEMBL367625,5100,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3[NH3+])nc12,5.292429824,385.1781714,7,3,3.925,TRUE
4482,CHEMBL2424799,5100,nM,CSCCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.292429824,358.1018953,5,2,5.1918,TRUE
4483,CHEMBL3612564,5100,nM,COCCN1C(=O)Oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc12,5.292429824,366.1328051,8,1,2.9363,TRUE
4484,CHEMBL55360,5100,nM,Cc1cccc(C)c1NC(=O)C(\C#N)=C\c1ccc(O)c(O)c1,5.292429824,308.1160924,4,3,3.26032,TRUE
4485,CHEMBL475351,5100,nM,COc1nc(Nc2ccc(c(OC)c2)-c2nc3ccccc3s2)c2cc[nH]c2n1,5.292429824,403.1102958,7,2,4.9954,TRUE
4486,CHEMBL1830270,5110,nM,NC(=S)N\N=C(\C=C\c1ccc(cc1)-c1ccccc1)c1ccccc1,5.2915791,357.1299686,2,2,4.6043,TRUE
4487,CHEMBL1929303,5110,nM,Fc1ccccc1-c1nnc(SCc2ccccc2)o1,5.2915791,286.0576122,4,0,4.168,TRUE
4488,CHEMBL3235199,5120,nM,Cc1ncc(n1CC(=O)N\N=C\c1cc2ccccc2nc1Oc1ccc(Cl)cc1)N(=O)=O,5.290730039,464.0999807,8,1,4.24392,TRUE
4489,CHEMBL1242660,5140,nM,COc1cc(cc(OC)c1OC)-c1nn(C(C)C)c2ncnc(N)c12,5.289036881,343.1644395,8,1,2.6822,TRUE
4490,CHEMBL2047028,5160,nM,COc1ccc(NC(=O)CCCCCC(=O)NO)cc1C(=O)Nc1cccc(c1)C#C,5.287350298,423.1794209,5,4,3.3232,TRUE
4491,CHEMBL2336355,5160,nM,COc1ccccc1NC(=O)\C=C\c1ccccc1,5.287350298,253.1102787,2,1,3.3471,TRUE
4492,CHEMBL1812559,5160,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4ccc(cc4)N(=O)=O)cc23)c1,5.287350298,489.0436515,6,2,5.696,TRUE
4493,CHEMBL1828867,5170,nM,Fc1ccc(CC(=O)[N-]S(=O)(=O)c2ccc(F)cc2)cc1,5.286509457,311.0427707,3,1,2.0124,TRUE
4494,CHEMBL109372,5170,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.286509457,357.0680326,5,1,4.65978,TRUE
4495,CHEMBL1169856,5190,nM,Cc1ccc(cc1C)C1=NN(C(C1)c1ccccc1F)C(N)=S,5.284832642,327.1205468,2,1,3.83724,TRUE
4496,CHEMBL370808,5200,nM,COc1ccc(cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12)C#CC(C)(C)[NH3+],5.283996656,434.1666657,6,3,4.1391,TRUE
4497,CHEMBL3910361,5200,nM,BrCC(=O)OCCN1C(=O)Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc12,5.283996656,466.0276671,8,1,3.2007,TRUE
4498,CHEMBL364623,5200,nM,Cc1cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)nc(C)n1,5.283996656,373.0764088,6,2,4.50766,TRUE
4499,CHEMBL1614712,5200,nM,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@@H]1C[C@@H](C1)C[NH+]1CCC1,5.283996656,439.2372105,6,1,4.9163,TRUE
4500,CHEMBL113901,5220,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)[NH+](C)C,5.282329497,467.1524309,6,2,5.09598,TRUE
4501,CHEMBL472943,5220,nM,COc1cc2[nH+]ccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)[NH+](C)C,5.282329497,442.1571819,5,2,5.2243,TRUE
4502,CHEMBL3233763,5222,nM,CN(CCC[NH+](C)C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.282163133,450.1404863,7,2,4.0494,TRUE
4503,CHEMBL459,5228,nM,C[C@]([NH3+])(Cc1ccc(O)c(O)c1)C([O-])=O,5.281664421,211.0844579,4,4,0.4423,TRUE
4504,CHEMBL3263372,5260,nM,Cc1ccc(cc1)C1=NN(C(C1)c1ccc2ccccc2c1)C1=NC(CS1)c1ccccc1,5.279014256,447.1769188,4,0,7.14342,TRUE
4505,CHEMBL245799,5260,nM,N#Cc1cnc2ccc(cc2c1N[C@@H]1C[C@H]1c1ccccc1)-c1cccc(CN2CCOCC2)c1,5.279014256,460.2263115,5,1,5.57368,TRUE
4506,CHEMBL1173667,5270,nM,NC(=S)N1N=C(CC1c1ccc(O)cc1)c1ccc(Cl)c(Cl)c1,5.278189385,365.0156384,3,2,4.0937,TRUE
4507,CHEMBL3613691,5283,nM,CN(C)c1ccc(\C=C\C(=O)c2ccc3ncc(C(N)=O)c(Nc4ccc(Cl)cc4)c3c2)cc1,5.277119389,470.1509537,5,2,5.6928,TRUE
4509,CHEMBL2029700,5300,nM,Nc1nn2C(=O)C=C(Nc2c1\N=N\c1ccc2OCOc2c1)c1ccccc1,5.27572413,374.1127383,8,2,3.4159,TRUE
4510,CHEMBL368278,5300,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H]([NH3+])C3)nc12,5.27572413,385.1781714,7,3,3.925,TRUE
4511,CHEMBL474543,5300,nM,Clc1ccc2c(Nc3ccc(cc3)-c3nc4ccccc4s3)ccnc2c1,5.27572413,387.0596961,4,1,6.9085,TRUE
4512,CHEMBL2316155,5300,nM,COc1cc(OC)cc(c1)\C=C1/CCC\C(C1=O)=C/c1ccc(OC)c(O)c1,5.27572413,380.1623739,5,1,4.638,TRUE
4514,CHEMBL443268,5310,nM,CN1C(=O)\C(=C/c2[nH]c(cc2C)C(=O)NCCN2CCOCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc12,5.274905479,539.1847936,7,3,3.22822,TRUE
4515,CHEMBL1241486,5320,nM,COc1cc(ccc1NC(C)CO)-c1nn(C(C)C)c2ncnc(N)c12,5.274088368,356.196074,8,3,2.4577,TRUE
4516,CHEMBL597304,5330,nM,CCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c1ccccc1,5.273272791,423.204573,5,2,5.0211,TRUE
4517,CHEMBL1958031,5340,nM,Clc1ccc(cc1)C1=NN(C(C1)c1ccccc1)C1=NC(=O)[CH-]S1,5.272458743,355.0546107,4,0,4.1205,TRUE
4518,CHEMBL1821895,5350,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(O)cc1)c1nc(cs1)-c1ccccc1,5.271646218,427.1354479,6,1,5.88,TRUE
4519,CHEMBL1958220,5350,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(Cl)cc1)C1=NC(=O)[CH-]S1,5.271646218,385.0651754,5,0,4.1291,TRUE
4521,CHEMBL58,5385.9,nM,OCC[NH2+]CCNc1ccc(NCC[NH2+]CCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,5.268741714,444.2008846,10,8,-0.1392,TRUE
4522,CHEMBL472743,5390,nM,COc1cc(NC(=O)\C=C\CN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12,5.268411235,496.1110028,6,2,4.5764,TRUE
4523,CHEMBL113985,5390,nM,COc1cc(NC(=O)\C=C\CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(cnc12)C#N,5.268411235,521.1062517,7,2,4.44808,TRUE
4524,CHEMBL309075,5400,nM,[NH3+]CCNC(=O)c1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)\C=C\N(=O)=O,5.26760624,391.0838063,7,2,1.3902,TRUE
4527,CHEMBL123045,5400,nM,Oc1ccc(O)c(CNc2ccc([O-])c(c2)N(=O)=O)c1,5.26760624,276.0746215,6,4,2.3237,TRUE
4529,CHEMBL3325471,5400,nM,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn21,5.26760624,464.1709219,10,1,2.98588,TRUE
4530,CHEMBL2205030,5400,nM,Brc1ccc(cc1)S1=NS(=O)(=O)c2cnccc12,5.26760624,341.9132316,3,0,2.7663,TRUE
4531,CHEMBL3742060,5430,nM,Cc1ccc(cc1)-n1cc2c(nnc(C)c2n1)-c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.26520017,455.2109958,4,1,7.06986,TRUE
4532,CHEMBL1958222,5460,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(C)cc1)C1=NC(=O)[CH-]S1,5.262807357,365.1197978,5,0,3.78412,TRUE
4533,CHEMBL2442320,5490,nM,COc1cc(OC)c2C(=O)N(C=Cc2c1)c1ccc(F)c(Cl)c1,5.260427656,333.0567992,4,0,3.8004,TRUE
4534,CHEMBL370266,5500,nM,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,5.259637311,504.1932744,9,3,3.8932,TRUE
4536,CHEMBL37346,5500,nM,Brc1cccc(Nc2ccnc3ccccc23)c1,5.259637311,298.0105605,2,1,4.7409,TRUE
4538,CHEMBL3612572,5500,nM,COCCN1C(=O)Oc2cc3ncnc(Nc4ccc(OC)c(OC)c4)c3cc12,5.259637311,396.1433697,9,1,2.9449,TRUE
4539,CHEMBL3221547,5500,nM,CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(Cl)c3)c2cc1OC,5.259637311,466.1174606,7,2,5.8144,TRUE
4540,CHEMBL76599,5530,nM,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,5.257274869,336.1698593,5,3,3.194,TRUE
4541,CHEMBL3263364,5530,nM,COc1ccc(cc1)C1=NN(C(C1)c1cccc2ccccc12)C1=NC(=O)[CH-]S1,5.257274869,401.1197978,5,0,4.6289,TRUE
4542,CHEMBL3234751,5540,nM,CN(C)c1ncc(cn1)C(=O)Nc1cc(ccc1C)C(=O)Nc1ccc(CN2CC[NH+](C)CC2)c(c1)C(F)(F)F,5.256490235,555.2569579,7,2,4.12182,TRUE
4543,CHEMBL926,5551,nM,CC(CCc1ccc(O)cc1)[NH2+]CCc1ccc(O)c(O)c1,5.255628773,301.1677936,4,4,2.9568,TRUE
4544,CHEMBL1821892,5560,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(Br)cc1)c1nc(cs1)-c1ccccc1,5.254925208,489.0510454,5,0,6.9369,TRUE
4545,CHEMBL1958210,5580,nM,Cc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccc(Br)cc1,5.253365801,413.0197452,4,0,4.53802,TRUE
4546,CHEMBL116423,5600,nM,Cc1cc(cc(O)c1O)C=C(C#N)C#N,5.251811973,200.0585775,4,2,1.83678,TRUE
4547,CHEMBL2316147,5600,nM,COc1cc(OC)cc(c1)\C=C1/CCC\C(C1=O)=C/c1ccc(F)cc1,5.251811973,352.1474728,3,0,5.0629,TRUE
4548,CHEMBL186802,5600,nM,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5.251811973,400.1535405,6,2,4.6429,TRUE
4549,CHEMBL2029696,5600,nM,Fc1ccc(cc1)N1[N-]C(=O)\C(=C\c2cccc(OCc3ccccc3F)c2)C1=O,5.251811973,406.1128988,3,1,4.0052,TRUE
4550,CHEMBL250315,5600,nM,COc1cc2ncnc(C#Cc3ccccc3)c2cc1OC,5.251811973,290.1055277,4,0,3.0468,TRUE
4551,CHEMBL115895,5600,nM,COc1cc(cc(CSc2ccccc2NC(C)=O)c1O)\C=C(/C#N)C(N)=O,5.251811973,397.1096271,6,3,3.04378,TRUE
4552,CHEMBL351920,5600,nM,CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12,5.251811973,408.0966199,6,0,5.8746,TRUE
4553,CHEMBL49596,5600,nM,CN1C(=O)C(=Cc2cnc(N)nc12)c1c(Cl)cccc1Cl,5.251811973,320.0231663,5,1,2.8845,TRUE
4555,CHEMBL4290355,5600,nM,COc1ccc(cc1)-c1nc2sc(cn2n1)-c1ccccc1,5.251811973,307.077933,5,0,4.1334,TRUE
4556,CHEMBL468975,5600,nM,C[NH+](C)CC(=C)C(=O)c1ccccc1,5.251811973,225.0920418,2,0,2.4089,TRUE
4557,CHEMBL50415,5600,nM,Oc1cc2cnc(cc2cc1O)C(=O)Nc1ccccc1,5.251811973,280.0847922,4,3,2.8983,TRUE
4558,CHEMBL4218052,5610,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(c2)N=C=S)n1)N1CC[NH+](C)CC1,5.251037139,482.1291727,9,1,5.1606,TRUE
4559,CHEMBL3741796,5670,nM,Cc1ccc(cc1)C(\C)=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)C=C)c2)n1,5.246416941,420.146537,6,3,5.14262,TRUE
4560,CHEMBL1928890,5670,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1,5.246416941,438.0246863,4,2,6.4014,TRUE
4561,CHEMBL2325105,5680,nM,NC(=S)N1N=C(CC1c1cccc2ccccc12)c1ccc(Br)cc1,5.245651664,409.0248306,2,1,4.997,TRUE
4562,CHEMBL4066118,5700,nM,C(c1nc2ccccc2[nH]1)c1nnc(Cc2cccc3ccccc23)o1,5.244125144,340.1324111,4,1,4.2807,TRUE
4563,CHEMBL3612575,5700,nM,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc12,5.244125144,416.1484551,8,1,3.6059,TRUE
4564,CHEMBL381541,5700,nM,Brc1cccc(Nc2ncnc3Oc4ccc(NC(=O)C=C)cc4CNc23)c1,5.244125144,437.0487369,6,3,4.825,TRUE
4565,CHEMBL1277620,5700,nM,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,5.244125144,377.017517,5,1,4.2922,TRUE
4566,CHEMBL1821890,5710,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(F)cc1)c1nc(cs1)-c1ccccc1,5.243363892,429.1311115,5,0,6.3135,TRUE
4567,CHEMBL1440725,5720,nM,Cc1ccccc1-c1nnc(SCc2ccccc2)o1,5.242603971,282.0826841,4,0,4.33732,TRUE
4568,CHEMBL1172915,5740,nM,COc1ccc(cc1)C1CC(=NN1C(N)=S)c1ccc(Cl)c(Cl)c1,5.241088108,379.0312885,3,1,4.3967,TRUE
4570,CHEMBL1170459,5760,nM,Cc1ncc(n1CCOC(=O)\C=C\c1ccc2ccccc2c1)N(=O)=O,5.239577517,351.121906,6,0,3.50952,TRUE
4571,CHEMBL592708,5780,nM,COc1ccc(cc1)\C=N\NC1=NC(=O)[CH-]S1,5.238072162,249.0571976,5,1,1.2481,TRUE
4572,CHEMBL605957,5797,nM,COc1cc(cc(OC)c1OC)C1=C(C(=O)NC1=O)c1c[nH]c2ccc(Br)cc12,5.2367967,456.0320837,5,2,3.5234,TRUE
4573,CHEMBL2064374,5800,nM,CCOC(=O)c1ccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)cc1,5.236572006,477.201219,10,1,3.1803,TRUE
4574,CHEMBL2018759,5800,nM,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)c(C)c3)c2cc1OC,5.236572006,396.1797552,7,2,4.65592,TRUE
4575,CHEMBL205454,5800,nM,COc1ccc2Oc3ncnc(Nc4ccc(Cl)cc4)c3NCc2c1,5.236572006,354.0883534,6,2,4.6,TRUE
4576,CHEMBL592247,5830,nM,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1,5.234331445,392.155849,3,3,5.11384,TRUE
4577,CHEMBL603968,5840,nM,CCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c1ccccc1,5.233587153,424.1885886,6,1,5.4481,TRUE
4578,CHEMBL253969,5853.4,nM,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCC[NH+]1CCCC1,5.232591797,531.0751292,6,3,3.8592,TRUE
4580,CHEMBL1278149,5900,nM,COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC,5.229147988,378.0015326,5,0,4.3409,TRUE
4581,CHEMBL116748,5900,nM,O=N(=O)c1ccc2c(NCc3ccccc3)ncnc2c1,5.229147988,280.0960256,5,1,3.1501,TRUE
4582,CHEMBL4063701,5900,nM,CCC(=O)N1CCC[C@H](C1)n1nc(-c2ccc(cc2)C(F)(F)F)c2c(N)ncnc12,5.229147988,418.172894,6,1,3.6678,TRUE
4583,CHEMBL1828868,5930,nM,Fc1ccc(CC(=O)[N-]S(=O)(=O)c2ccc(Cl)cc2)cc1,5.226945307,327.0132201,3,1,2.5267,TRUE
4584,CHEMBL1958219,5950,nM,COc1ccc(cc1)C1=NN(C(C1)c1ccc(F)cc1)C1=NC(=O)[CH-]S1,5.225483034,369.094726,5,0,3.6148,TRUE
4585,CHEMBL1242472,5950,nM,CCOc1ccc(cc1OC)-c1nn(C(C)C)c2ncnc(N)c12,5.225483034,327.1695249,7,1,3.0637,TRUE
4586,CHEMBL3747776,5960,nM,CC(Cn1c(C)ncc1N(=O)=O)OC(=O)c1ccc(cc1)C1CC(=NN1C(C)=O)c1ccc(Br)cc1,5.22475374,553.096081,8,0,4.80532,TRUE
4587,CHEMBL1241439,5960,nM,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc12,5.22475374,271.1069247,7,1,2.0619,TRUE
4588,CHEMBL372246,6000,nM,C[NH+]1CCN(CC1)c1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1NC(=O)C=C,5.22184875,474.1137929,6,2,4.6956,TRUE
4589,CHEMBL489147,6000,nM,COc1cc(cc([O-])c1O)C(C#N)=C(C#N)C#N,5.22184875,241.0487411,6,2,1.43074,TRUE
4590,CHEMBL80155,6000,nM,COc1cc(cc(O)c1O)C=C(C#N)C#N,5.22184875,216.0534921,5,2,1.53696,TRUE
4591,CHEMBL381306,6000,nM,Brc1ccc2Oc3ncnc(NCc4ccccc4)c3NCc2c1,5.22184875,382.0429232,5,2,4.569,TRUE
4592,CHEMBL2385982,6000,nM,CCOc1cc(c(cc1NC(=O)\C=C\C[NH+](C)C)C(=O)Nc1ccc(F)c(Cl)c1)N(=O)=O,5.22184875,464.1262757,6,2,4.0946,TRUE
4593,CHEMBL2385993,6000,nM,C[NH+]1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(C)c(c1)C(=O)Nc1nccc(n1)-c1cccc(F)c1,5.22184875,538.2492525,6,2,4.84312,TRUE
4594,CHEMBL2385988,6000,nM,CCOc1ccc(cc1NC(=O)\C=C\C[NH+](C)C)C(=O)Nc1nccc(n1)-c1cccnc1,5.22184875,446.2066387,7,2,3.2459,TRUE
4595,CHEMBL1812556,6020,nM,COc1cccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,5.220403509,474.0691379,5,2,5.7964,TRUE
4596,CHEMBL296419,6057,nM,COc1ccc(CC[NH+]2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1,5.217742426,458.2481898,5,1,5.3513,TRUE
4597,CHEMBL4202780,6070,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)\C=C\C[NH+](C)C)n1)N1CC[NH+](C)CC1,5.216811309,551.2411656,9,2,4.4826,TRUE
4598,CHEMBL329183,6100,nM,Fc1cccc(Nc2ncnc3cc(ccc23)N(=O)=O)c1,5.214670165,284.0709537,5,1,3.4207,TRUE
4599,CHEMBL137422,6100,nM,CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,5.214670165,534.0073185,4,2,0.6634,TRUE
4600,CHEMBL161226,6100,nM,CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,5.214670165,410.0871178,4,4,4.1678,TRUE
4602,CHEMBL2316150,6100,nM,COc1cccc(c1)\C=C1/CCC\C(C1=O)=C/c1cc(OC)cc(OC)c1,5.214670165,364.1674592,4,0,4.9324,TRUE
4603,CHEMBL4217686,6120,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCO)cc2)n1)N1CC[NH+](C)CC1,5.213248578,512.1938811,9,3,3.7472,TRUE
4604,CHEMBL3088224,6130,nM,Cc1ccc(cc1)C(=O)N\N=C(\Cn1c(C)ncc1N(=O)=O)c1ccc(Br)cc1,5.212539525,455.0593015,6,1,4.00494,TRUE
4605,CHEMBL3608432,6138,nM,CC(C)n1cnc2c(Nc3cn(C)nc3C)nc(nc12)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,5.211973116,427.2244347,9,2,2.02162,TRUE
4606,CHEMBL2018751,6150,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.211124884,388.0938327,7,2,4.2223,TRUE
4607,CHEMBL3221558,6150,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.211124884,424.0705104,7,2,4.6441,TRUE
4609,CHEMBL1956887,6160,nM,Nc1nc2[nH]c(Cc3ccc(cc3)-c3ccccc3)cc2c(Nc2cccc(Br)c2)[nH+]1,5.210419288,469.0902077,4,3,6.304,TRUE
4610,CHEMBL2047027,6170,nM,ONC(=O)CCCCCC(=O)Nc1cccc(c1)C(=O)Nc1cccc(c1)C#C,5.209714836,393.1688562,4,4,3.3146,TRUE
4613,CHEMBL3915538,6238,nM,Nc1ncnc2n(C[C@@H]3CCCN3C(=O)\C=C\CN3CCOCC3)nc(-c3ccc(Oc4ccccc4)cc3)c12,5.20495463,539.2644879,9,1,3.7472,TRUE
4614,CHEMBL31745,6266.2,nM,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.202995748,405.0225221,5,2,3.96938,TRUE
4615,CHEMBL1172573,6270,nM,NC(=S)N1N=C(CC1c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,5.202732459,367.011302,2,1,4.5272,TRUE
4616,CHEMBL1822064,6270,nM,COc1ccc(cc1)C1CC(=NN1c1nc(cs1)-c1ccc(Cl)cc1)c1ccc(OC)cc1,5.202732459,475.1121256,6,0,6.8364,TRUE
4617,CHEMBL597303,6280,nM,CCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c1ccccc1,5.202040356,409.188923,5,2,4.631,TRUE
4618,CHEMBL485745,6300,nM,Fc1ccc(cc1)-c1nn2ccccc2c1-c1ccncc1,5.200659451,289.1015256,3,0,4.2024,TRUE
4620,CHEMBL204223,6300,nM,COc1cc(OC)c2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2c1,5.200659451,428.0484025,7,2,4.7177,TRUE
4621,CHEMBL3263374,6310,nM,O=C1[CH-]SC(=N1)N1N=C(CC1c1ccc2ccccc2c1)c1ccccc1,5.199970641,371.1092332,4,0,4.6203,TRUE
4623,CHEMBL1242379,6340,nM,COc1ccc(cc1OC)-c1nn(c2ncnc(N)c12)C(C)(C)C,5.197910742,327.1695249,7,1,2.8477,TRUE
4624,CHEMBL176470,6400,nM,Nc1ncnc2n(cc(-c3ccccc3)c12)-c1ccccc1C[NH2+]CCO,5.193820026,359.1746103,6,3,2.7516,TRUE
4626,CHEMBL2018754,6400,nM,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.193820026,430.1407829,7,2,5.3926,TRUE
4628,CHEMBL483321,6400,nM,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,5.193820026,469.2113897,7,2,4.95334,TRUE
4629,CHEMBL3221259,6400,nM,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.193820026,466.1174606,7,2,5.8144,TRUE
4630,CHEMBL1828869,6410,nM,Fc1ccc(CC(=O)[N-]S(=O)(=O)c2ccc(Br)cc2)cc1,5.19314197,370.9627045,3,1,2.6358,TRUE
4631,CHEMBL3233768,6414,nM,C\C=C(/C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.192871044,376.056088,5,2,5.1321,TRUE
4632,CHEMBL1173601,6430,nM,NC(=S)N1N=C(CC1c1ccccc1Br)c1ccc(Cl)c(Cl)c1,5.191789027,426.9312358,2,1,5.1506,TRUE
4633,CHEMBL1242113,6450,nM,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc12,5.190440285,285.1225747,7,2,1.8096,TRUE
4634,CHEMBL1958038,6480,nM,Fc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccc(Br)cc1,5.188424994,416.9946734,4,0,4.3687,TRUE
4635,CHEMBL4210744,6490,nM,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(N)c2)n1)N1CC[NH+](C)CC1,5.187755303,440.1727517,8,2,4.0085,TRUE
4636,CHEMBL333553,6500,nM,NC(=O)C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)\C#N,5.187086643,383.0398333,7,3,3.39208,TRUE
4639,CHEMBL1173665,6560,nM,NC(=S)N1N=C(CC1c1ccccc1F)c1ccc(Cl)c(Cl)c1,5.183096161,367.011302,2,1,4.5272,TRUE
4640,CHEMBL3747152,6580,nM,CC(Cn1c(C)ncc1N(=O)=O)OC(=O)c1ccc(cc1)C1CC(=NN1C(C)=O)c1ccc(F)cc1,5.181774106,493.1761471,8,0,4.18192,TRUE
4641,CHEMBL330879,6600,nM,COc1cc(cc(CSc2ccc3ccccc3c2)c1O)\C=C(/C#N)C(N)=O,5.180456064,390.1038134,5,2,4.23858,TRUE
4642,CHEMBL1812566,6630,nM,COc1cccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,5.178486472,430.1196535,5,2,5.6873,TRUE
4643,CHEMBL1958035,6670,nM,Cc1ccc(cc1)C1CC(=NN1C1=NC(=O)[CH-]S1)c1ccc(Cl)cc1,5.175874166,369.0702608,4,0,4.42892,TRUE
4645,CHEMBL56236,6680,nM,Cc1cc(C)c(C)c(c1C)-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,5.175223538,392.2324595,5,3,4.42768,TRUE
4646,CHEMBL3604939,6700,nM,CN1CCN(CC1)c1cc(Nc2n[nH]c3ccccc23)nc(Oc2cccc(NC(=O)\C=C\C[NH+](C)C)c2)n1,5.173925197,527.2757213,9,3,3.6969,TRUE
